transcript_id	GO	description	pvalue	qvalue
ENSG00000226197_ENST00000664438_trans1	GO:0003674	molecular_function	8.64e-25	4.02e-21
ENSG00000226197_ENST00000664438_trans1	GO:0005488	binding	3.13e-21	7.28e-18
ENSG00000226197_ENST00000664438_trans1	GO:0043167	ion binding	8.12e-16	1.26e-12
ENSG00000226197_ENST00000664438_trans1	GO:0097159	organic cyclic compound binding	7.53e-13	8.76e-10
ENSG00000226197_ENST00000664438_trans1	GO:1901363	heterocyclic compound binding	1.35e-12	1.25e-09
ENSG00000226197_ENST00000664438_trans1	GO:0005515	protein binding	2.53e-12	1.97e-09
ENSG00000226197_ENST00000664438_trans1	GO:0003723	RNA binding	1.32e-10	8.78e-08
ENSG00000226197_ENST00000664438_trans1	GO:0019899	enzyme binding	1.58e-09	9.16e-07
ENSG00000226197_ENST00000664438_trans1	GO:0043169	cation binding	2.29e-09	1.18e-06
ENSG00000226197_ENST00000664438_trans1	GO:0003824	catalytic activity	2.80e-09	1.30e-06
ENSG00000226197_ENST00000664438_trans1	GO:0043168	anion binding	4.08e-09	1.73e-06
ENSG00000226197_ENST00000664438_trans1	GO:0046872	metal ion binding	8.08e-09	3.13e-06
ENSG00000226197_ENST00000664438_trans1	GO:0042802	identical protein binding	1.62e-08	5.81e-06
ENSG00000226197_ENST00000664438_trans1	GO:0005102	signaling receptor binding	1.80e-08	5.98e-06
ENSG00000226197_ENST00000664438_trans1	GO:0003676	nucleic acid binding	3.75e-08	1.16e-05
ENSG00000226197_ENST00000664438_trans1	GO:0036094	small molecule binding	1.64e-06	4.76e-04
ENSG00000226197_ENST00000664438_trans1	GO:0003796	lysozyme activity	6.55e-06	1.79e-03
ENSG00000226197_ENST00000664438_trans1	GO:0097367	carbohydrate derivative binding	1.11e-05	2.87e-03
ENSG00000226197_ENST00000664438_trans1	GO:0061783	peptidoglycan muralytic activity	2.38e-05	5.83e-03
ENSG00000226197_ENST00000664438_trans1	GO:0008144	drug binding	2.70e-05	6.27e-03
ENSG00000226197_ENST00000664438_trans1	GO:0000166	nucleotide binding	4.64e-05	9.82e-03
ENSG00000226197_ENST00000664438_trans1	GO:1901265	nucleoside phosphate binding	4.64e-05	9.82e-03
ENSG00000226197_ENST00000664438_trans1	GO:0050839	cell adhesion molecule binding	9.78e-05	1.98e-02
ENSG00000226197_ENST00000664438_trans1	GO:0016740	transferase activity	1.24e-04	2.41e-02
ENSG00000226197_ENST00000664438_trans1	GO:0032399	HECT domain binding	1.35e-04	2.51e-02
ENSG00000226197_ENST00000664438_trans1	GO:0098772	molecular function regulator	1.76e-04	3.16e-02
ENSG00000226197_ENST00000664438_trans1	GO:0008134	transcription factor binding	2.09e-04	3.61e-02
ENSG00000226197_ENST00000664438_trans1	GO:0038023	signaling receptor activity	2.32e-04	3.85e-02
ENSG00000226197_ENST00000664438_trans1	GO:0060089	molecular transducer activity	2.98e-04	4.78e-02
ENSG00000226197_ENST00000664438_trans1	GO:0017076	purine nucleotide binding	3.40e-04	5.11e-02
ENSG00000226197_ENST00000664438_trans1	GO:0032553	ribonucleotide binding	3.40e-04	5.11e-02
ENSG00000226197_ENST00000664438_trans1	GO:0030554	adenyl nucleotide binding	3.76e-04	5.31e-02
ENSG00000226197_ENST00000664438_trans1	GO:0032559	adenyl ribonucleotide binding	3.73e-04	5.31e-02
ENSG00000226197_ENST00000664438_trans1	GO:0032555	purine ribonucleotide binding	4.47e-04	6.12e-02
ENSG00000226197_ENST00000664438_trans1	GO:0005543	phospholipid binding	4.92e-04	6.54e-02
ENSG00000226197_ENST00000664438_trans1	GO:0019900	kinase binding	5.54e-04	7.17e-02
ENSG00000226197_ENST00000664438_trans1	GO:0005524	ATP binding	8.62e-04	1.08e-01
ENSG00000226197_ENST00000664438_trans1	GO:0035639	purine ribonucleoside triphosphate binding	9.79e-04	1.20e-01
ENSG00000226197_ENST00000664438_trans1	GO:0140098	catalytic activity, acting on RNA	1.10e-03	1.31e-01
ENSG00000226197_ENST00000664438_trans1	GO:0019901	protein kinase binding	2.14e-03	2.49e-01
ENSG00000226197_ENST00000664438_trans1	GO:0008289	lipid binding	2.43e-03	2.76e-01
ENSG00000226197_ENST00000664438_trans1	GO:0004888	transmembrane signaling receptor activity	2.89e-03	3.20e-01
ENSG00000226197_ENST00000664438_trans1	GO:0005215	transporter activity	3.09e-03	3.34e-01
ENSG00000226197_ENST00000664438_trans1	GO:0140096	catalytic activity, acting on a protein	3.34e-03	3.53e-01
ENSG00000226197_ENST00000664438_trans1	GO:0045296	cadherin binding	3.49e-03	3.61e-01
ENSG00000226197_ENST00000664438_trans1	GO:0044877	protein-containing complex binding	3.78e-03	3.82e-01
ENSG00000226197_ENST00000664438_trans1	GO:0003677	DNA binding	4.22e-03	4.18e-01
ENSG00000226197_ENST00000664438_trans1	GO:0046983	protein dimerization activity	4.38e-03	4.25e-01
ENSG00000226197_ENST00000664438_trans1	GO:0016462	pyrophosphatase activity	4.66e-03	4.29e-01
ENSG00000226197_ENST00000664438_trans1	GO:0016817	hydrolase activity, acting on acid anhydrides	4.70e-03	4.29e-01
ENSG00000226197_ENST00000664438_trans1	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	4.70e-03	4.29e-01
ENSG00000226197_ENST00000664438_trans1	GO:0043565	sequence-specific DNA binding	4.92e-03	4.40e-01
ENSG00000226197_ENST00000664438_trans1	GO:0048037	cofactor binding	5.09e-03	4.47e-01
ENSG00000226197_ENST00000664438_trans1	GO:0001067	regulatory region nucleic acid binding	5.92e-03	4.94e-01
ENSG00000226197_ENST00000664438_trans1	GO:0016772	transferase activity, transferring phosphorus-containing groups	5.94e-03	4.94e-01
ENSG00000226197_ENST00000664438_trans1	GO:0044212	transcription regulatory region DNA binding	5.93e-03	4.94e-01
ENSG00000226197_ENST00000664438_trans1	GO:1990837	sequence-specific double-stranded DNA binding	6.21e-03	5.07e-01
ENSG00000226197_ENST00000664438_trans1	GO:0042803	protein homodimerization activity	6.33e-03	5.08e-01
ENSG00000226197_ENST00000664438_trans1	GO:0016788	hydrolase activity, acting on ester bonds	6.51e-03	5.13e-01
ENSG00000226197_ENST00000664438_trans1	GO:0030246	carbohydrate binding	7.32e-03	5.68e-01
ENSG00000226197_ENST00000664438_trans1	GO:0017111	nucleoside-triphosphatase activity	8.19e-03	6.25e-01
ENSG00000226197_ENST00000664438_trans1	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	8.57e-03	6.43e-01
ENSG00000226197_ENST00000664438_trans1	GO:0001012	RNA polymerase II regulatory region DNA binding	8.75e-03	6.46e-01
ENSG00000226197_ENST00000664438_trans1	GO:0000976	transcription regulatory region sequence-specific DNA binding	1.09e-02	7.92e-01
ENSG00000226197_ENST00000664438_trans1	GO:0022857	transmembrane transporter activity	1.17e-02	8.38e-01
ENSG00000226197_ENST00000664438_trans1	GO:0016773	phosphotransferase activity, alcohol group as acceptor	1.20e-02	8.43e-01
ENSG00000226197_ENST00000664438_trans1	GO:0003690	double-stranded DNA binding	1.27e-02	8.83e-01
ENSG00000226197_ENST00000664438_trans1	GO:0003729	mRNA binding	2.08e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0004402	histone acetyltransferase activity	4.00e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0004518	nuclease activity	3.73e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	1.73e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0004672	protein kinase activity	1.59e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0004979	beta-endorphin receptor activity	3.81e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0005144	interleukin-13 receptor binding	3.81e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0005539	glycosaminoglycan binding	1.61e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0008047	enzyme activator activity	1.51e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0008168	methyltransferase activity	2.40e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0008478	pyridoxal kinase activity	3.81e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0015075	ion transmembrane transporter activity	3.46e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0015267	channel activity	3.89e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0016301	kinase activity	1.91e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0016491	oxidoreductase activity	1.52e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0016741	transferase activity, transferring one-carbon groups	2.49e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0016757	transferase activity, transferring glycosyl groups	4.84e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0016787	hydrolase activity	1.80e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0016798	hydrolase activity, acting on glycosyl bonds	3.98e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0016829	lyase activity	3.57e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0019207	kinase regulator activity	3.73e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0019904	protein domain specific binding	2.62e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0022803	passive transmembrane transporter activity	3.90e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0030234	enzyme regulator activity	2.85e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0031625	ubiquitin protein ligase binding	4.91e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0033549	MAP kinase phosphatase activity	4.14e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0035091	phosphatidylinositol binding	1.67e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0038047	morphine receptor activity	3.81e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0044389	ubiquitin-like protein ligase binding	3.39e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0046914	transition metal ion binding	3.25e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0048018	receptor ligand activity	2.86e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0051020	GTPase binding	3.91e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0061733	peptide-lysine-N-acetyltransferase activity	4.38e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:0140097	catalytic activity, acting on DNA	3.84e-02	1.00e+00
ENSG00000226197_ENST00000664438_trans1	GO:1901681	sulfur compound binding	1.73e-02	1.00e+00
ENSG00000276412_ENST00000611630_trans1	GO:0000976	transcription regulatory region sequence-specific DNA binding	7.71e-03	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	5.99e-03	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	1.14e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	3.44e-03	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0000987	cis-regulatory region sequence-specific DNA binding	1.30e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0001012	RNA polymerase II regulatory region DNA binding	6.21e-03	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0001067	regulatory region nucleic acid binding	1.27e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0003690	double-stranded DNA binding	1.40e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0003700	DNA-binding transcription factor activity	1.09e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0004309	exopolyphosphatase activity	8.72e-03	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0004995	tachykinin receptor activity	5.82e-03	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0005216	ion channel activity	2.34e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0005231	excitatory extracellular ligand-gated ion channel activity	4.57e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0005248	voltage-gated sodium channel activity	3.45e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0008252	nucleotidase activity	2.45e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0008253	5'-nucleotidase activity	2.17e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0008332	low voltage-gated calcium channel activity	5.82e-03	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0008381	mechanosensitive ion channel activity	2.45e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0015267	channel activity	2.99e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0015464	acetylcholine receptor activity	3.45e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0016497	substance K receptor activity	2.92e-03	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0017147	Wnt-protein binding	4.85e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0022803	passive transmembrane transporter activity	3.01e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0022836	gated channel activity	1.41e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0022848	acetylcholine-gated cation-selective channel activity	2.59e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0031435	mitogen-activated protein kinase kinase kinase binding	2.88e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0042166	acetylcholine binding	2.59e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0043565	sequence-specific DNA binding	2.93e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0044212	transcription regulatory region DNA binding	1.26e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0071936	coreceptor activity involved in Wnt signaling pathway	1.45e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0102567	phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)	3.87e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0102568	phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)	3.87e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:0140110	transcription regulator activity	3.70e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:1904929	coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway	1.02e-02	1e+00
ENSG00000276412_ENST00000611630_trans1	GO:1990837	sequence-specific double-stranded DNA binding	9.50e-03	1e+00
ENSG00000204802_ENST00000430302_trans2	GO:0003824	catalytic activity	1.65e-04	7.69e-01
ENSG00000204802_ENST00000430302_trans2	GO:0000247	C-8 sterol isomerase activity	3.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0000254	C-4 methylsterol oxidase activity	6.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0003955	NAD(P)H dehydrogenase (quinone) activity	6.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0004047	aminomethyltransferase activity	6.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0004161	dimethylallyltranstransferase activity	4.52e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0004337	geranyltranstransferase activity	4.52e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0004421	hydroxymethylglutaryl-CoA synthase activity	4.52e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0004446	inositol-hexakisphosphate phosphatase activity	3.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity	6.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0004638	phosphoribosylaminoimidazole carboxylase activity	3.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	3.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0004647	phosphoserine phosphatase activity	6.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0004798	thymidylate kinase activity	4.52e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0005220	inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	6.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0008753	NADPH dehydrogenase (quinone) activity	3.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0009041	uridylate kinase activity	6.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0009918	sterol delta7 reductase activity	3.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0016890	site-specific endodeoxyribonuclease activity, specific for altered base	4.52e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0030351	inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity	3.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0034416	bisphosphoglycerate phosphatase activity	4.52e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0034417	bisphosphoglycerate 3-phosphatase activity	3.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0036094	small molecule binding	3.42e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0043727	5-amino-4-imidazole carboxylate lyase activity	3.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0047025	3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity	4.52e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0047598	7-dehydrocholesterol reductase activity	3.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0047750	cholestenol delta-isomerase activity	6.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0050661	NADP binding	2.89e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0051717	inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity	4.52e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0052826	inositol hexakisphosphate 2-phosphatase activity	3.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0052827	inositol pentakisphosphate phosphatase activity	3.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0070853	myosin VI binding	4.52e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0070856	myosin VI light chain binding	3.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0101006	protein histidine phosphatase activity	6.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:1905502	acetyl-CoA binding	6.02e-03	8.01e-01
ENSG00000204802_ENST00000430302_trans2	GO:0016740	transferase activity	6.58e-03	8.51e-01
ENSG00000204802_ENST00000430302_trans2	GO:0003985	acetyl-CoA C-acetyltransferase activity	7.52e-03	8.54e-01
ENSG00000204802_ENST00000430302_trans2	GO:0004594	pantothenate kinase activity	7.52e-03	8.54e-01
ENSG00000204802_ENST00000430302_trans2	GO:0004769	steroid delta-isomerase activity	7.52e-03	8.54e-01
ENSG00000204802_ENST00000430302_trans2	GO:0016746	transferase activity, transferring acyl groups	7.36e-03	8.54e-01
ENSG00000204802_ENST00000430302_trans2	GO:0048037	cofactor binding	7.40e-03	8.54e-01
ENSG00000204802_ENST00000430302_trans2	GO:0000253	3-keto sterol reductase activity	9.02e-03	9.33e-01
ENSG00000204802_ENST00000430302_trans2	GO:0005105	type 1 fibroblast growth factor receptor binding	9.02e-03	9.33e-01
ENSG00000204802_ENST00000430302_trans2	GO:0016453	C-acetyltransferase activity	9.02e-03	9.33e-01
ENSG00000204802_ENST00000430302_trans2	GO:0046912	transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer	9.02e-03	9.33e-01
ENSG00000204802_ENST00000430302_trans2	GO:0000166	nucleotide binding	1.30e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0003988	acetyl-CoA C-acyltransferase activity	1.05e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0003993	acid phosphatase activity	1.65e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0004303	estradiol 17-beta-dehydrogenase activity	1.80e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0004312	fatty acid synthase activity	1.80e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0004550	nucleoside diphosphate kinase activity	2.98e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0004659	prenyltransferase activity	2.54e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0005104	fibroblast growth factor receptor binding	4.00e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0005524	ATP binding	2.31e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0008144	drug binding	1.43e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0008483	transaminase activity	3.71e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0009922	fatty acid elongase activity	1.20e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0015278	calcium-release channel activity	3.42e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0016408	C-acyltransferase activity	3.12e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0016491	oxidoreductase activity	2.76e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	1.78e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	1.57e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	4.00e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	4.76e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0016769	transferase activity, transferring nitrogenous groups	4.00e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0016853	isomerase activity	2.79e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0016863	intramolecular oxidoreductase activity, transposing C=C bonds	2.54e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0016881	acid-amino acid ligase activity	2.83e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0016888	endodeoxyribonuclease activity, producing 5'-phosphomonoesters	2.68e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0017108	5'-flap endonuclease activity	1.35e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0017116	single-stranded DNA helicase activity	2.83e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0030554	adenyl nucleotide binding	2.81e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0032027	myosin light chain binding	1.35e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0032559	adenyl ribonucleotide binding	2.73e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	4.58e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0042803	protein homodimerization activity	1.86e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0042910	xenobiotic transmembrane transporter activity	2.54e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0043139	5'-3' DNA helicase activity	1.35e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0048038	quinone binding	2.98e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0048256	flap endonuclease activity	1.50e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0050145	nucleoside monophosphate kinase activity	3.56e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0050662	coenzyme binding	9.95e-03	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0052743	inositol tetrakisphosphate phosphatase activity	1.20e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0052745	inositol phosphate phosphatase activity	2.24e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0070035	obsolete purine NTP-dependent helicase activity	3.12e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0070402	NADPH binding	2.39e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0070679	inositol 1,4,5 trisphosphate binding	2.09e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0099604	ligand-gated calcium channel activity	4.29e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0102336	3-oxo-arachidoyl-CoA synthase activity	1.20e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0102337	3-oxo-cerotoyl-CoA synthase activity	1.20e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0102338	3-oxo-lignoceronyl-CoA synthase activity	1.20e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:0102756	very-long-chain 3-ketoacyl-CoA synthase activity	1.20e-02	1.00e+00
ENSG00000204802_ENST00000430302_trans2	GO:1901265	nucleoside phosphate binding	1.31e-02	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0003677	DNA binding	5.77e-06	2.69e-02
ENSG00000226516_ENST00000446648_trans2	GO:0000150	recombinase activity	4.52e-03	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0000976	transcription regulatory region sequence-specific DNA binding	3.97e-02	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0003676	nucleic acid binding	6.83e-04	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0003690	double-stranded DNA binding	3.42e-03	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0003697	single-stranded DNA binding	1.32e-02	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0003950	NAD+ ADP-ribosyltransferase activity	4.00e-02	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0003956	NAD(P)+-protein-arginine ADP-ribosyltransferase activity	9.02e-03	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0004965	G protein-coupled GABA receptor activity	6.02e-03	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0005212	structural constituent of eye lens	3.56e-02	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0005355	glucose transmembrane transporter activity	3.12e-02	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0015145	monosaccharide transmembrane transporter activity	3.42e-02	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0015149	hexose transmembrane transporter activity	3.12e-02	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0016917	GABA receptor activity	3.42e-02	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0032452	histone demethylase activity	4.43e-02	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0032453	histone demethylase activity (H3-K4 specific)	1.35e-02	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0033300	dehydroascorbic acid transmembrane transporter activity	1.05e-02	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0034647	histone demethylase activity (H3-trimethyl-K4 specific)	7.52e-03	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0034648	histone demethylase activity (H3-dimethyl-K4 specific)	7.52e-03	1.00e+00
ENSG00000226516_ENST00000446648_trans2	GO:0043167	ion binding	4.74e-02	1.00e+00
