transcript_id	GO	description	pvalue	qvalue
ENSG00000265702_ENST00000655517_trans1	GO:0140262	mRNA cap binding complex binding	2.51e-02	1.00e+00
ENSG00000265702_ENST00000655517_trans1	GO:1901363	heterocyclic compound binding	2.95e-02	1.00e+00
ENSG00000265702_ENST00000655517_trans1	GO:1905538	polysome binding	4.23e-03	1.00e+00
ENSG00000265702_ENST00000655517_trans1	GO:1990189	peptide-serine-N-acetyltransferase activity	4.96e-02	1.00e+00
ENSG00000265702_ENST00000655517_trans1	GO:1990190	peptide-glutamate-N-acetyltransferase activity	3.74e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0003674	molecular_function	1.63e-31	7.59e-28
ENSG00000272969_ENST00000609234_trans1	GO:0005488	binding	1.05e-18	2.44e-15
ENSG00000272969_ENST00000609234_trans1	GO:0005515	protein binding	8.44e-16	9.82e-13
ENSG00000272969_ENST00000609234_trans1	GO:0043167	ion binding	7.55e-16	9.82e-13
ENSG00000272969_ENST00000609234_trans1	GO:0005102	signaling receptor binding	3.24e-15	3.01e-12
ENSG00000272969_ENST00000609234_trans1	GO:0019899	enzyme binding	1.01e-13	7.82e-11
ENSG00000272969_ENST00000609234_trans1	GO:0097159	organic cyclic compound binding	3.87e-11	2.57e-08
ENSG00000272969_ENST00000609234_trans1	GO:0003824	catalytic activity	5.58e-11	3.24e-08
ENSG00000272969_ENST00000609234_trans1	GO:1901363	heterocyclic compound binding	1.27e-10	6.57e-08
ENSG00000272969_ENST00000609234_trans1	GO:0038023	signaling receptor activity	3.24e-10	1.51e-07
ENSG00000272969_ENST00000609234_trans1	GO:0060089	molecular transducer activity	7.24e-10	2.81e-07
ENSG00000272969_ENST00000609234_trans1	GO:0098772	molecular function regulator	6.72e-10	2.81e-07
ENSG00000272969_ENST00000609234_trans1	GO:0043168	anion binding	1.29e-09	4.62e-07
ENSG00000272969_ENST00000609234_trans1	GO:0043169	cation binding	1.90e-09	6.33e-07
ENSG00000272969_ENST00000609234_trans1	GO:0046872	metal ion binding	5.95e-09	1.85e-06
ENSG00000272969_ENST00000609234_trans1	GO:0042802	identical protein binding	1.41e-08	4.10e-06
ENSG00000272969_ENST00000609234_trans1	GO:0003723	RNA binding	1.09e-07	2.98e-05
ENSG00000272969_ENST00000609234_trans1	GO:0004888	transmembrane signaling receptor activity	1.15e-07	2.98e-05
ENSG00000272969_ENST00000609234_trans1	GO:0016740	transferase activity	2.24e-07	5.49e-05
ENSG00000272969_ENST00000609234_trans1	GO:0050839	cell adhesion molecule binding	4.58e-07	1.07e-04
ENSG00000272969_ENST00000609234_trans1	GO:0019904	protein domain specific binding	1.32e-06	2.92e-04
ENSG00000272969_ENST00000609234_trans1	GO:0036094	small molecule binding	2.00e-06	4.24e-04
ENSG00000272969_ENST00000609234_trans1	GO:0048037	cofactor binding	4.12e-06	8.34e-04
ENSG00000272969_ENST00000609234_trans1	GO:0003676	nucleic acid binding	9.10e-06	1.77e-03
ENSG00000272969_ENST00000609234_trans1	GO:0044877	protein-containing complex binding	9.84e-06	1.83e-03
ENSG00000272969_ENST00000609234_trans1	GO:0003796	lysozyme activity	1.04e-05	1.85e-03
ENSG00000272969_ENST00000609234_trans1	GO:0045296	cadherin binding	1.28e-05	2.20e-03
ENSG00000272969_ENST00000609234_trans1	GO:0097367	carbohydrate derivative binding	2.32e-05	3.85e-03
ENSG00000272969_ENST00000609234_trans1	GO:0046983	protein dimerization activity	3.23e-05	5.18e-03
ENSG00000272969_ENST00000609234_trans1	GO:0008289	lipid binding	4.05e-05	6.08e-03
ENSG00000272969_ENST00000609234_trans1	GO:0019900	kinase binding	4.05e-05	6.08e-03
ENSG00000272969_ENST00000609234_trans1	GO:0061783	peptidoglycan muralytic activity	4.45e-05	6.47e-03
ENSG00000272969_ENST00000609234_trans1	GO:0005543	phospholipid binding	5.02e-05	7.08e-03
ENSG00000272969_ENST00000609234_trans1	GO:0004930	G protein-coupled receptor activity	1.13e-04	1.54e-02
ENSG00000272969_ENST00000609234_trans1	GO:0030234	enzyme regulator activity	2.06e-04	2.74e-02
ENSG00000272969_ENST00000609234_trans1	GO:0000166	nucleotide binding	2.19e-04	2.76e-02
ENSG00000272969_ENST00000609234_trans1	GO:1901265	nucleoside phosphate binding	2.19e-04	2.76e-02
ENSG00000272969_ENST00000609234_trans1	GO:0048018	receptor ligand activity	2.45e-04	3.01e-02
ENSG00000272969_ENST00000609234_trans1	GO:0030545	receptor regulator activity	2.92e-04	3.48e-02
ENSG00000272969_ENST00000609234_trans1	GO:0019901	protein kinase binding	3.44e-04	4.01e-02
ENSG00000272969_ENST00000609234_trans1	GO:0001012	RNA polymerase II regulatory region DNA binding	4.50e-04	4.98e-02
ENSG00000272969_ENST00000609234_trans1	GO:1903231	mRNA binding involved in posttranscriptional gene silencing	4.48e-04	4.98e-02
ENSG00000272969_ENST00000609234_trans1	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	6.05e-04	6.55e-02
ENSG00000272969_ENST00000609234_trans1	GO:0005085	guanyl-nucleotide exchange factor activity	6.75e-04	7.14e-02
ENSG00000272969_ENST00000609234_trans1	GO:0046914	transition metal ion binding	7.64e-04	7.91e-02
ENSG00000272969_ENST00000609234_trans1	GO:0001664	G protein-coupled receptor binding	8.94e-04	9.04e-02
ENSG00000272969_ENST00000609234_trans1	GO:0001067	regulatory region nucleic acid binding	9.58e-04	9.29e-02
ENSG00000272969_ENST00000609234_trans1	GO:0044212	transcription regulatory region DNA binding	9.58e-04	9.29e-02
ENSG00000272969_ENST00000609234_trans1	GO:0008134	transcription factor binding	1.09e-03	1.03e-01
ENSG00000272969_ENST00000609234_trans1	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	1.12e-03	1.04e-01
ENSG00000272969_ENST00000609234_trans1	GO:0016829	lyase activity	1.45e-03	1.32e-01
ENSG00000272969_ENST00000609234_trans1	GO:0017076	purine nucleotide binding	1.52e-03	1.34e-01
ENSG00000272969_ENST00000609234_trans1	GO:0032553	ribonucleotide binding	1.52e-03	1.34e-01
ENSG00000272969_ENST00000609234_trans1	GO:1990837	sequence-specific double-stranded DNA binding	1.70e-03	1.47e-01
ENSG00000272969_ENST00000609234_trans1	GO:0032555	purine ribonucleotide binding	1.84e-03	1.56e-01
ENSG00000272969_ENST00000609234_trans1	GO:0000987	cis-regulatory region sequence-specific DNA binding	1.97e-03	1.64e-01
ENSG00000272969_ENST00000609234_trans1	GO:0000976	transcription regulatory region sequence-specific DNA binding	2.40e-03	1.90e-01
ENSG00000272969_ENST00000609234_trans1	GO:0019001	guanyl nucleotide binding	2.39e-03	1.90e-01
ENSG00000272969_ENST00000609234_trans1	GO:0032561	guanyl ribonucleotide binding	2.39e-03	1.90e-01
ENSG00000272969_ENST00000609234_trans1	GO:0005215	transporter activity	2.61e-03	1.93e-01
ENSG00000272969_ENST00000609234_trans1	GO:0016462	pyrophosphatase activity	2.57e-03	1.93e-01
ENSG00000272969_ENST00000609234_trans1	GO:0016817	hydrolase activity, acting on acid anhydrides	2.60e-03	1.93e-01
ENSG00000272969_ENST00000609234_trans1	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	2.60e-03	1.93e-01
ENSG00000272969_ENST00000609234_trans1	GO:0003690	double-stranded DNA binding	2.72e-03	1.95e-01
ENSG00000272969_ENST00000609234_trans1	GO:1901681	sulfur compound binding	2.72e-03	1.95e-01
ENSG00000272969_ENST00000609234_trans1	GO:0035639	purine ribonucleoside triphosphate binding	3.01e-03	2.08e-01
ENSG00000272969_ENST00000609234_trans1	GO:0046982	protein heterodimerization activity	2.97e-03	2.08e-01
ENSG00000272969_ENST00000609234_trans1	GO:0140096	catalytic activity, acting on a protein	3.04e-03	2.08e-01
ENSG00000272969_ENST00000609234_trans1	GO:0017048	Rho GTPase binding	3.20e-03	2.16e-01
ENSG00000272969_ENST00000609234_trans1	GO:0003677	DNA binding	3.39e-03	2.20e-01
ENSG00000272969_ENST00000609234_trans1	GO:0016772	transferase activity, transferring phosphorus-containing groups	3.41e-03	2.20e-01
ENSG00000272969_ENST00000609234_trans1	GO:0140098	catalytic activity, acting on RNA	3.31e-03	2.20e-01
ENSG00000272969_ENST00000609234_trans1	GO:0050662	coenzyme binding	3.52e-03	2.23e-01
ENSG00000272969_ENST00000609234_trans1	GO:0140110	transcription regulator activity	3.55e-03	2.23e-01
ENSG00000272969_ENST00000609234_trans1	GO:0005539	glycosaminoglycan binding	3.77e-03	2.31e-01
ENSG00000272969_ENST00000609234_trans1	GO:0016773	phosphotransferase activity, alcohol group as acceptor	3.78e-03	2.31e-01
ENSG00000272969_ENST00000609234_trans1	GO:0001883	purine nucleoside binding	4.71e-03	2.73e-01
ENSG00000272969_ENST00000609234_trans1	GO:0005525	GTP binding	4.53e-03	2.73e-01
ENSG00000272969_ENST00000609234_trans1	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	4.75e-03	2.73e-01
ENSG00000272969_ENST00000609234_trans1	GO:0032550	purine ribonucleoside binding	4.61e-03	2.73e-01
ENSG00000272969_ENST00000609234_trans1	GO:0051020	GTPase binding	4.66e-03	2.73e-01
ENSG00000272969_ENST00000609234_trans1	GO:0005198	structural molecule activity	4.98e-03	2.83e-01
ENSG00000272969_ENST00000609234_trans1	GO:0016757	transferase activity, transferring glycosyl groups	5.17e-03	2.90e-01
ENSG00000272969_ENST00000609234_trans1	GO:0043177	organic acid binding	5.67e-03	3.14e-01
ENSG00000272969_ENST00000609234_trans1	GO:0003924	GTPase activity	5.79e-03	3.17e-01
ENSG00000272969_ENST00000609234_trans1	GO:0017111	nucleoside-triphosphatase activity	6.55e-03	3.54e-01
ENSG00000272969_ENST00000609234_trans1	GO:0001085	RNA polymerase II transcription factor binding	7.16e-03	3.75e-01
ENSG00000272969_ENST00000609234_trans1	GO:0008270	zinc ion binding	7.18e-03	3.75e-01
ENSG00000272969_ENST00000609234_trans1	GO:0015318	inorganic molecular entity transmembrane transporter activity	7.17e-03	3.75e-01
ENSG00000272969_ENST00000609234_trans1	GO:0004459	L-lactate dehydrogenase activity	7.31e-03	3.78e-01
ENSG00000272969_ENST00000609234_trans1	GO:0003823	antigen binding	7.72e-03	3.95e-01
ENSG00000272969_ENST00000609234_trans1	GO:0031406	carboxylic acid binding	8.10e-03	4.05e-01
ENSG00000272969_ENST00000609234_trans1	GO:0042803	protein homodimerization activity	8.02e-03	4.05e-01
ENSG00000272969_ENST00000609234_trans1	GO:0001882	nucleoside binding	8.59e-03	4.25e-01
ENSG00000272969_ENST00000609234_trans1	GO:0016787	hydrolase activity	9.10e-03	4.46e-01
ENSG00000272969_ENST00000609234_trans1	GO:0004457	lactate dehydrogenase activity	9.26e-03	4.49e-01
ENSG00000272969_ENST00000609234_trans1	GO:0060090	molecular adaptor activity	9.75e-03	4.68e-01
ENSG00000272969_ENST00000609234_trans1	GO:0005126	cytokine receptor binding	1.01e-02	4.81e-01
ENSG00000272969_ENST00000609234_trans1	GO:0004713	protein tyrosine kinase activity	1.06e-02	4.88e-01
ENSG00000272969_ENST00000609234_trans1	GO:0008144	drug binding	1.05e-02	4.88e-01
ENSG00000272969_ENST00000609234_trans1	GO:0019838	growth factor binding	1.05e-02	4.88e-01
ENSG00000272969_ENST00000609234_trans1	GO:0008047	enzyme activator activity	1.08e-02	4.93e-01
ENSG00000272969_ENST00000609234_trans1	GO:0004802	transketolase activity	1.13e-02	5.01e-01
ENSG00000272969_ENST00000609234_trans1	GO:0044389	ubiquitin-like protein ligase binding	1.13e-02	5.01e-01
ENSG00000272969_ENST00000609234_trans1	GO:0046906	tetrapyrrole binding	1.11e-02	5.01e-01
ENSG00000272969_ENST00000609234_trans1	GO:0032549	ribonucleoside binding	1.16e-02	5.10e-01
ENSG00000272969_ENST00000609234_trans1	GO:0016491	oxidoreductase activity	1.25e-02	5.45e-01
ENSG00000272969_ENST00000609234_trans1	GO:0035091	phosphatidylinositol binding	1.38e-02	5.93e-01
ENSG00000272969_ENST00000609234_trans1	GO:0022857	transmembrane transporter activity	1.39e-02	5.93e-01
ENSG00000272969_ENST00000609234_trans1	GO:0004672	protein kinase activity	1.42e-02	6.02e-01
ENSG00000272969_ENST00000609234_trans1	GO:0031625	ubiquitin protein ligase binding	1.51e-02	6.34e-01
ENSG00000272969_ENST00000609234_trans1	GO:0005088	Ras guanyl-nucleotide exchange factor activity	1.60e-02	6.42e-01
ENSG00000272969_ENST00000609234_trans1	GO:0005319	lipid transporter activity	1.60e-02	6.42e-01
ENSG00000272969_ENST00000609234_trans1	GO:0015075	ion transmembrane transporter activity	1.60e-02	6.42e-01
ENSG00000272969_ENST00000609234_trans1	GO:0016301	kinase activity	1.60e-02	6.42e-01
ENSG00000272969_ENST00000609234_trans1	GO:0043565	sequence-specific DNA binding	1.60e-02	6.42e-01
ENSG00000272969_ENST00000609234_trans1	GO:0008022	protein C-terminus binding	1.61e-02	6.42e-01
ENSG00000272969_ENST00000609234_trans1	GO:0016744	transferase activity, transferring aldehyde or ketonic groups	1.65e-02	6.47e-01
ENSG00000272969_ENST00000609234_trans1	GO:0034584	piRNA binding	1.65e-02	6.47e-01
ENSG00000272969_ENST00000609234_trans1	GO:0020037	heme binding	1.68e-02	6.51e-01
ENSG00000272969_ENST00000609234_trans1	GO:0003712	transcription coregulator activity	1.81e-02	6.97e-01
ENSG00000272969_ENST00000609234_trans1	GO:0031267	small GTPase binding	1.89e-02	7.22e-01
ENSG00000272969_ENST00000609234_trans1	GO:0030246	carbohydrate binding	2.05e-02	7.76e-01
ENSG00000272969_ENST00000609234_trans1	GO:0003700	DNA-binding transcription factor activity	2.09e-02	7.84e-01
ENSG00000272969_ENST00000609234_trans1	GO:0003726	double-stranded RNA adenosine deaminase activity	2.26e-02	8.36e-01
ENSG00000272969_ENST00000609234_trans1	GO:0030156	benzodiazepine receptor binding	2.26e-02	8.36e-01
ENSG00000272969_ENST00000609234_trans1	GO:0005179	hormone activity	2.41e-02	8.75e-01
ENSG00000272969_ENST00000609234_trans1	GO:0140101	catalytic activity, acting on a tRNA	2.41e-02	8.75e-01
ENSG00000272969_ENST00000609234_trans1	GO:0003779	actin binding	2.47e-02	8.92e-01
ENSG00000272969_ENST00000609234_trans1	GO:0004984	olfactory receptor activity	2.66e-02	9.51e-01
ENSG00000272969_ENST00000609234_trans1	GO:0003729	mRNA binding	2.75e-02	9.70e-01
ENSG00000272969_ENST00000609234_trans1	GO:0016788	hydrolase activity, acting on ester bonds	2.73e-02	9.70e-01
ENSG00000272969_ENST00000609234_trans1	GO:0016746	transferase activity, transferring acyl groups	2.80e-02	9.79e-01
ENSG00000272969_ENST00000609234_trans1	GO:0000149	SNARE binding	3.55e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	3.88e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0003735	structural constituent of ribosome	3.34e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0003777	microtubule motor activity	4.14e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0004322	ferroxidase activity	4.53e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0004857	enzyme inhibitor activity	3.44e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0005201	extracellular matrix structural constituent	3.27e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0005216	ion channel activity	3.22e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0008194	UDP-glycosyltransferase activity	4.66e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0008201	heparin binding	3.34e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0008251	tRNA-specific adenosine deaminase activity	3.70e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0015187	glycine transmembrane transporter activity	4.53e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0016724	oxidoreductase activity, oxidizing metal ions, oxygen as acceptor	4.53e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0016758	transferase activity, transferring hexosyl groups	3.82e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0017016	Ras GTPase binding	3.28e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0030554	adenyl nucleotide binding	3.34e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0030674	protein-macromolecule adaptor activity	3.43e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0031683	G-protein beta/gamma-subunit complex binding	4.94e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0032559	adenyl ribonucleotide binding	3.91e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0033218	amide binding	4.49e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0042578	phosphoric ester hydrolase activity	4.57e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0047485	protein N-terminus binding	3.47e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:0140097	catalytic activity, acting on DNA	3.75e-02	1.00e+00
ENSG00000272969_ENST00000609234_trans1	GO:1901981	phosphatidylinositol phosphate binding	3.27e-02	1.00e+00
ENSG00000291482_ENST00000707646_trans1	GO:0000976	transcription regulatory region sequence-specific DNA binding	2.52e-02	1e+00
ENSG00000291482_ENST00000707646_trans1	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	2.25e-02	1e+00
ENSG00000291482_ENST00000707646_trans1	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	1.30e-02	1e+00
ENSG00000291482_ENST00000707646_trans1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	3.56e-02	1e+00
ENSG00000291482_ENST00000707646_trans1	GO:0000987	cis-regulatory region sequence-specific DNA binding	1.40e-02	1e+00
ENSG00000291482_ENST00000707646_trans1	GO:0001012	RNA polymerase II regulatory region DNA binding	2.28e-02	1e+00
ENSG00000291482_ENST00000707646_trans1	GO:0001067	regulatory region nucleic acid binding	3.17e-02	1e+00
ENSG00000291482_ENST00000707646_trans1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	6.81e-03	1e+00
ENSG00000291482_ENST00000707646_trans1	GO:0003690	double-stranded DNA binding	3.32e-02	1e+00
ENSG00000291482_ENST00000707646_trans1	GO:0005031	tumor necrosis factor-activated receptor activity	3.02e-03	1e+00
ENSG00000291482_ENST00000707646_trans1	GO:0005035	death receptor activity	3.62e-03	1e+00
ENSG00000291482_ENST00000707646_trans1	GO:0043565	sequence-specific DNA binding	4.72e-02	1e+00
ENSG00000291482_ENST00000707646_trans1	GO:0044212	transcription regulatory region DNA binding	3.16e-02	1e+00
ENSG00000291482_ENST00000707646_trans1	GO:1990837	sequence-specific double-stranded DNA binding	2.77e-02	1e+00
ENSG00000272154_ENST00000625066_trans1	GO:0003677	DNA binding	8.19e-18	3.81e-14
ENSG00000272154_ENST00000625066_trans1	GO:0003676	nucleic acid binding	2.52e-17	5.87e-14
ENSG00000272154_ENST00000625066_trans1	GO:1901363	heterocyclic compound binding	1.67e-10	2.59e-07
ENSG00000272154_ENST00000625066_trans1	GO:0097159	organic cyclic compound binding	2.84e-10	3.30e-07
ENSG00000272154_ENST00000625066_trans1	GO:0003690	double-stranded DNA binding	3.99e-10	3.71e-07
ENSG00000272154_ENST00000625066_trans1	GO:0043565	sequence-specific DNA binding	1.06e-08	8.08e-06
ENSG00000272154_ENST00000625066_trans1	GO:1990837	sequence-specific double-stranded DNA binding	1.22e-08	8.08e-06
ENSG00000272154_ENST00000625066_trans1	GO:0003700	DNA-binding transcription factor activity	2.74e-08	1.60e-05
ENSG00000272154_ENST00000625066_trans1	GO:0140110	transcription regulator activity	2.25e-07	1.16e-04
ENSG00000272154_ENST00000625066_trans1	GO:0000976	transcription regulatory region sequence-specific DNA binding	5.29e-07	2.46e-04
ENSG00000272154_ENST00000625066_trans1	GO:0001067	regulatory region nucleic acid binding	6.84e-07	2.65e-04
ENSG00000272154_ENST00000625066_trans1	GO:0044212	transcription regulatory region DNA binding	6.71e-07	2.65e-04
ENSG00000272154_ENST00000625066_trans1	GO:0046872	metal ion binding	1.78e-06	6.37e-04
ENSG00000272154_ENST00000625066_trans1	GO:0005488	binding	2.07e-06	6.89e-04
ENSG00000272154_ENST00000625066_trans1	GO:0003682	chromatin binding	3.75e-06	1.16e-03
ENSG00000272154_ENST00000625066_trans1	GO:0043169	cation binding	5.49e-06	1.60e-03
ENSG00000272154_ENST00000625066_trans1	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding	1.53e-05	4.18e-03
ENSG00000272154_ENST00000625066_trans1	GO:0001012	RNA polymerase II regulatory region DNA binding	1.74e-05	4.50e-03
ENSG00000272154_ENST00000625066_trans1	GO:0003674	molecular_function	6.64e-05	1.63e-02
ENSG00000272154_ENST00000625066_trans1	GO:0000987	cis-regulatory region sequence-specific DNA binding	8.05e-05	1.87e-02
ENSG00000272154_ENST00000625066_trans1	GO:0043167	ion binding	9.16e-05	2.03e-02
ENSG00000272154_ENST00000625066_trans1	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	2.15e-04	4.54e-02
ENSG00000272154_ENST00000625066_trans1	GO:0045182	translation regulator activity	2.52e-04	5.10e-02
ENSG00000272154_ENST00000625066_trans1	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	3.46e-04	6.71e-02
ENSG00000272154_ENST00000625066_trans1	GO:0035198	miRNA binding	4.55e-04	8.23e-02
ENSG00000272154_ENST00000625066_trans1	GO:1904929	coreceptor activity involved in Wnt signaling pathway, planar cell polarity pathway	4.60e-04	8.23e-02
ENSG00000272154_ENST00000625066_trans1	GO:0097110	scaffold protein binding	8.97e-04	1.55e-01
ENSG00000272154_ENST00000625066_trans1	GO:0061980	regulatory RNA binding	1.05e-03	1.74e-01
ENSG00000272154_ENST00000625066_trans1	GO:0071936	coreceptor activity involved in Wnt signaling pathway	1.16e-03	1.85e-01
ENSG00000272154_ENST00000625066_trans1	GO:0003680	AT DNA binding	1.48e-03	2.30e-01
ENSG00000272154_ENST00000625066_trans1	GO:0015077	monovalent inorganic cation transmembrane transporter activity	1.59e-03	2.39e-01
ENSG00000272154_ENST00000625066_trans1	GO:0042393	histone binding	1.71e-03	2.49e-01
ENSG00000272154_ENST00000625066_trans1	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	1.88e-03	2.63e-01
ENSG00000272154_ENST00000625066_trans1	GO:0061860	DNA clamp unloader activity	1.92e-03	2.63e-01
ENSG00000272154_ENST00000625066_trans1	GO:0003886	DNA (cytosine-5-)-methyltransferase activity	3.17e-03	3.88e-01
ENSG00000272154_ENST00000625066_trans1	GO:0008094	DNA-dependent ATPase activity	3.14e-03	3.88e-01
ENSG00000272154_ENST00000625066_trans1	GO:0008188	neuropeptide receptor activity	2.93e-03	3.88e-01
ENSG00000272154_ENST00000625066_trans1	GO:0015190	L-leucine transmembrane transporter activity	3.17e-03	3.88e-01
ENSG00000272154_ENST00000625066_trans1	GO:0042043	neurexin family protein binding	3.34e-03	3.99e-01
ENSG00000272154_ENST00000625066_trans1	GO:0015658	branched-chain amino acid transmembrane transporter activity	4.70e-03	5.47e-01
ENSG00000272154_ENST00000625066_trans1	GO:0003723	RNA binding	5.66e-03	6.43e-01
ENSG00000272154_ENST00000625066_trans1	GO:0097100	supercoiled DNA binding	6.50e-03	7.20e-01
ENSG00000272154_ENST00000625066_trans1	GO:0008143	poly(A) binding	8.03e-03	8.51e-01
ENSG00000272154_ENST00000625066_trans1	GO:0140097	catalytic activity, acting on DNA	8.04e-03	8.51e-01
ENSG00000272154_ENST00000625066_trans1	GO:0009008	DNA-methyltransferase activity	8.56e-03	8.85e-01
ENSG00000272154_ENST00000625066_trans1	GO:0016758	transferase activity, transferring hexosyl groups	8.79e-03	8.89e-01
ENSG00000272154_ENST00000625066_trans1	GO:0003730	mRNA 3'-UTR binding	9.82e-03	9.72e-01
ENSG00000272154_ENST00000625066_trans1	GO:0000400	four-way junction DNA binding	4.59e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	2.72e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0003689	DNA clamp loader activity	1.62e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0003697	single-stranded DNA binding	2.23e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0003712	transcription coregulator activity	1.31e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0003906	DNA-(apurinic or apyrimidinic site) endonuclease activity	2.95e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0003924	GTPase activity	3.41e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0004222	metalloendopeptidase activity	4.71e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity	3.60e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0004506	squalene monooxygenase activity	3.60e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0004753	saccharopine dehydrogenase activity	3.60e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0004983	neuropeptide Y receptor activity	2.25e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0004984	olfactory receptor activity	1.18e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0005104	fibroblast growth factor receptor binding	1.53e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0005294	neutral L-amino acid secondary active transmembrane transporter activity	3.60e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0005464	UDP-xylose transmembrane transporter activity	3.60e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0008066	glutamate receptor activity	1.68e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0008083	growth factor activity	3.59e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0008187	poly-pyrimidine tract binding	1.68e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0008266	poly(U) RNA binding	1.26e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0008270	zinc ion binding	1.21e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0008378	galactosyltransferase activity	3.35e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0009918	sterol delta7 reductase activity	3.60e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0015130	mevalonate transmembrane transporter activity	3.60e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0015174	basic amino acid transmembrane transporter activity	2.95e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0015175	neutral amino acid transmembrane transporter activity	2.16e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0015179	L-amino acid transmembrane transporter activity	1.98e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0015181	arginine transmembrane transporter activity	1.09e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0015327	cystine:glutamate antiporter activity	3.60e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0015328	cystine secondary active transmembrane transporter activity	3.60e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0016015	morphogen activity	1.09e-02	1.00e+00
ENSG00000272154_ENST00000625066_trans1	GO:0016213	linoleoyl-CoA desaturase activity	3.60e-02	1.00e+00
