transcript_id	GO	description	pvalue	qvalue
ENSG00000226197_ENST00000664438_trans1	GO:0050896	response to stimulus	5.69e-43	9.23e-39
ENSG00000226197_ENST00000664438_trans1	GO:0065007	biological regulation	4.84e-39	3.92e-35
ENSG00000226197_ENST00000664438_trans1	GO:0050789	regulation of biological process	6.26e-37	3.38e-33
ENSG00000226197_ENST00000664438_trans1	GO:0008150	biological_process	8.05e-35	3.26e-31
ENSG00000226197_ENST00000664438_trans1	GO:0009987	cellular process	1.08e-34	3.51e-31
ENSG00000226197_ENST00000664438_trans1	GO:0051716	cellular response to stimulus	1.85e-34	5.00e-31
ENSG00000226197_ENST00000664438_trans1	GO:0007283	spermatogenesis	4.91e-34	1.14e-30
ENSG00000226197_ENST00000664438_trans1	GO:0048232	male gamete generation	3.44e-33	6.97e-30
ENSG00000226197_ENST00000664438_trans1	GO:0050794	regulation of cellular process	5.46e-33	9.83e-30
ENSG00000226197_ENST00000664438_trans1	GO:0019953	sexual reproduction	2.54e-32	4.11e-29
ENSG00000226197_ENST00000664438_trans1	GO:0007154	cell communication	1.16e-30	1.71e-27
ENSG00000226197_ENST00000664438_trans1	GO:0023052	signaling	2.02e-30	2.73e-27
ENSG00000226197_ENST00000664438_trans1	GO:0044237	cellular metabolic process	1.60e-28	1.99e-25
ENSG00000226197_ENST00000664438_trans1	GO:0071704	organic substance metabolic process	2.90e-28	3.35e-25
ENSG00000226197_ENST00000664438_trans1	GO:0007276	gamete generation	9.94e-28	1.07e-24
ENSG00000226197_ENST00000664438_trans1	GO:0008152	metabolic process	1.34e-27	1.36e-24
ENSG00000226197_ENST00000664438_trans1	GO:0007165	signal transduction	1.86e-27	1.77e-24
ENSG00000226197_ENST00000664438_trans1	GO:0032504	multicellular organism reproduction	4.94e-27	4.38e-24
ENSG00000226197_ENST00000664438_trans1	GO:0044703	multi-organism reproductive process	5.14e-27	4.38e-24
ENSG00000226197_ENST00000664438_trans1	GO:0048609	multicellular organismal reproductive process	5.08e-26	4.12e-23
ENSG00000226197_ENST00000664438_trans1	GO:0044238	primary metabolic process	2.38e-25	1.84e-22
ENSG00000226197_ENST00000664438_trans1	GO:0006807	nitrogen compound metabolic process	5.56e-25	4.10e-22
ENSG00000226197_ENST00000664438_trans1	GO:0042221	response to chemical	7.26e-25	5.11e-22
ENSG00000226197_ENST00000664438_trans1	GO:0010033	response to organic substance	4.64e-22	3.13e-19
ENSG00000226197_ENST00000664438_trans1	GO:0065008	regulation of biological quality	6.23e-22	4.04e-19
ENSG00000226197_ENST00000664438_trans1	GO:0043170	macromolecule metabolic process	7.37e-22	4.28e-19
ENSG00000226197_ENST00000664438_trans1	GO:0048518	positive regulation of biological process	7.08e-22	4.28e-19
ENSG00000226197_ENST00000664438_trans1	GO:0070887	cellular response to chemical stimulus	7.40e-22	4.28e-19
ENSG00000226197_ENST00000664438_trans1	GO:0048731	system development	8.80e-22	4.92e-19
ENSG00000226197_ENST00000664438_trans1	GO:0048583	regulation of response to stimulus	2.19e-20	1.18e-17
ENSG00000226197_ENST00000664438_trans1	GO:0022414	reproductive process	3.12e-20	1.63e-17
ENSG00000226197_ENST00000664438_trans1	GO:0000003	reproduction	3.54e-20	1.79e-17
ENSG00000226197_ENST00000664438_trans1	GO:0044260	cellular macromolecule metabolic process	6.83e-20	3.35e-17
ENSG00000226197_ENST00000664438_trans1	GO:0048519	negative regulation of biological process	8.28e-20	3.95e-17
ENSG00000226197_ENST00000664438_trans1	GO:1901564	organonitrogen compound metabolic process	1.61e-19	7.44e-17
ENSG00000226197_ENST00000664438_trans1	GO:0007166	cell surface receptor signaling pathway	4.10e-19	1.84e-16
ENSG00000226197_ENST00000664438_trans1	GO:0051239	regulation of multicellular organismal process	4.79e-19	2.10e-16
ENSG00000226197_ENST00000664438_trans1	GO:0023051	regulation of signaling	1.08e-18	4.62e-16
ENSG00000226197_ENST00000664438_trans1	GO:0071310	cellular response to organic substance	1.51e-18	6.28e-16
ENSG00000226197_ENST00000664438_trans1	GO:0009058	biosynthetic process	2.67e-18	1.05e-15
ENSG00000226197_ENST00000664438_trans1	GO:0010646	regulation of cell communication	2.60e-18	1.05e-15
ENSG00000226197_ENST00000664438_trans1	GO:0048522	positive regulation of cellular process	2.94e-18	1.14e-15
ENSG00000226197_ENST00000664438_trans1	GO:1901576	organic substance biosynthetic process	9.56e-18	3.60e-15
ENSG00000226197_ENST00000664438_trans1	GO:0044249	cellular biosynthetic process	1.82e-17	6.72e-15
ENSG00000226197_ENST00000664438_trans1	GO:0006810	transport	7.52e-17	2.71e-14
ENSG00000226197_ENST00000664438_trans1	GO:0051234	establishment of localization	8.51e-17	3.00e-14
ENSG00000226197_ENST00000664438_trans1	GO:0019222	regulation of metabolic process	9.04e-16	3.11e-13
ENSG00000226197_ENST00000664438_trans1	GO:0034641	cellular nitrogen compound metabolic process	9.20e-16	3.11e-13
ENSG00000226197_ENST00000664438_trans1	GO:0010467	gene expression	3.55e-15	1.17e-12
ENSG00000226197_ENST00000664438_trans1	GO:0009966	regulation of signal transduction	4.84e-15	1.57e-12
ENSG00000226197_ENST00000664438_trans1	GO:0048523	negative regulation of cellular process	9.05e-15	2.88e-12
ENSG00000226197_ENST00000664438_trans1	GO:0051179	localization	2.08e-14	6.49e-12
ENSG00000226197_ENST00000664438_trans1	GO:0044267	cellular protein metabolic process	2.39e-14	7.31e-12
ENSG00000226197_ENST00000664438_trans1	GO:0034645	cellular macromolecule biosynthetic process	2.54e-14	7.62e-12
ENSG00000226197_ENST00000664438_trans1	GO:0060255	regulation of macromolecule metabolic process	3.41e-14	1.01e-11
ENSG00000226197_ENST00000664438_trans1	GO:0006950	response to stress	3.91e-14	1.13e-11
ENSG00000226197_ENST00000664438_trans1	GO:1901360	organic cyclic compound metabolic process	5.61e-14	1.60e-11
ENSG00000226197_ENST00000664438_trans1	GO:0009653	anatomical structure morphogenesis	7.84e-14	2.19e-11
ENSG00000226197_ENST00000664438_trans1	GO:0019538	protein metabolic process	9.44e-14	2.59e-11
ENSG00000226197_ENST00000664438_trans1	GO:0006725	cellular aromatic compound metabolic process	1.10e-13	2.97e-11
ENSG00000226197_ENST00000664438_trans1	GO:0008219	cell death	1.53e-13	4.07e-11
ENSG00000226197_ENST00000664438_trans1	GO:0046483	heterocycle metabolic process	2.30e-13	6.01e-11
ENSG00000226197_ENST00000664438_trans1	GO:0007338	single fertilization	2.80e-13	7.19e-11
ENSG00000226197_ENST00000664438_trans1	GO:0035556	intracellular signal transduction	3.88e-13	9.82e-11
ENSG00000226197_ENST00000664438_trans1	GO:0009059	macromolecule biosynthetic process	4.75e-13	1.18e-10
ENSG00000226197_ENST00000664438_trans1	GO:2000026	regulation of multicellular organismal development	5.19e-13	1.27e-10
ENSG00000226197_ENST00000664438_trans1	GO:0006139	nucleobase-containing compound metabolic process	8.53e-13	2.05e-10
ENSG00000226197_ENST00000664438_trans1	GO:0009056	catabolic process	8.60e-13	2.05e-10
ENSG00000226197_ENST00000664438_trans1	GO:0048513	animal organ development	1.00e-12	2.35e-10
ENSG00000226197_ENST00000664438_trans1	GO:0050793	regulation of developmental process	1.01e-12	2.35e-10
ENSG00000226197_ENST00000664438_trans1	GO:0009893	positive regulation of metabolic process	1.40e-12	3.19e-10
ENSG00000226197_ENST00000664438_trans1	GO:0012501	programmed cell death	1.73e-12	3.90e-10
ENSG00000226197_ENST00000664438_trans1	GO:0007275	multicellular organism development	1.97e-12	4.36e-10
ENSG00000226197_ENST00000664438_trans1	GO:0002376	immune system process	2.22e-12	4.87e-10
ENSG00000226197_ENST00000664438_trans1	GO:0048584	positive regulation of response to stimulus	2.31e-12	4.99e-10
ENSG00000226197_ENST00000664438_trans1	GO:0006915	apoptotic process	3.94e-12	8.39e-10
ENSG00000226197_ENST00000664438_trans1	GO:0007286	spermatid development	4.16e-12	8.64e-10
ENSG00000226197_ENST00000664438_trans1	GO:0032879	regulation of localization	4.16e-12	8.64e-10
ENSG00000226197_ENST00000664438_trans1	GO:0030317	flagellated sperm motility	4.73e-12	9.58e-10
ENSG00000226197_ENST00000664438_trans1	GO:0097722	sperm motility	4.73e-12	9.58e-10
ENSG00000226197_ENST00000664438_trans1	GO:0080090	regulation of primary metabolic process	4.94e-12	9.88e-10
ENSG00000226197_ENST00000664438_trans1	GO:0048515	spermatid differentiation	8.16e-12	1.61e-09
ENSG00000226197_ENST00000664438_trans1	GO:0031323	regulation of cellular metabolic process	8.79e-12	1.72e-09
ENSG00000226197_ENST00000664438_trans1	GO:0010468	regulation of gene expression	1.13e-11	2.18e-09
ENSG00000226197_ENST00000664438_trans1	GO:0051128	regulation of cellular component organization	1.44e-11	2.74e-09
ENSG00000226197_ENST00000664438_trans1	GO:0009566	fertilization	1.55e-11	2.92e-09
ENSG00000226197_ENST00000664438_trans1	GO:0007399	nervous system development	1.59e-11	2.96e-09
ENSG00000226197_ENST00000664438_trans1	GO:0008283	cell population proliferation	1.96e-11	3.62e-09
ENSG00000226197_ENST00000664438_trans1	GO:0043412	macromolecule modification	2.33e-11	4.25e-09
ENSG00000226197_ENST00000664438_trans1	GO:0006464	cellular protein modification process	2.39e-11	4.25e-09
ENSG00000226197_ENST00000664438_trans1	GO:0036211	protein modification process	2.39e-11	4.25e-09
ENSG00000226197_ENST00000664438_trans1	GO:0051171	regulation of nitrogen compound metabolic process	2.45e-11	4.31e-09
ENSG00000226197_ENST00000664438_trans1	GO:0006955	immune response	2.80e-11	4.83e-09
ENSG00000226197_ENST00000664438_trans1	GO:1901566	organonitrogen compound biosynthetic process	2.78e-11	4.83e-09
ENSG00000226197_ENST00000664438_trans1	GO:0010647	positive regulation of cell communication	2.91e-11	4.96e-09
ENSG00000226197_ENST00000664438_trans1	GO:0023056	positive regulation of signaling	3.02e-11	5.10e-09
ENSG00000226197_ENST00000664438_trans1	GO:0044248	cellular catabolic process	3.38e-11	5.65e-09
ENSG00000226197_ENST00000664438_trans1	GO:0010604	positive regulation of macromolecule metabolic process	3.91e-11	6.46e-09
ENSG00000226197_ENST00000664438_trans1	GO:0042592	homeostatic process	6.08e-11	9.95e-09
ENSG00000226197_ENST00000664438_trans1	GO:0010941	regulation of cell death	6.36e-11	1.03e-08
ENSG00000226197_ENST00000664438_trans1	GO:1901575	organic substance catabolic process	8.88e-11	1.42e-08
ENSG00000226197_ENST00000664438_trans1	GO:0044271	cellular nitrogen compound biosynthetic process	9.03e-11	1.43e-08
ENSG00000226197_ENST00000664438_trans1	GO:0009719	response to endogenous stimulus	1.36e-10	2.13e-08
ENSG00000226197_ENST00000664438_trans1	GO:0009888	tissue development	1.57e-10	2.45e-08
ENSG00000226197_ENST00000664438_trans1	GO:0022008	neurogenesis	2.00e-10	3.08e-08
ENSG00000226197_ENST00000664438_trans1	GO:0031325	positive regulation of cellular metabolic process	2.14e-10	3.27e-08
ENSG00000226197_ENST00000664438_trans1	GO:0051240	positive regulation of multicellular organismal process	4.19e-10	6.35e-08
ENSG00000226197_ENST00000664438_trans1	GO:0042127	regulation of cell population proliferation	4.44e-10	6.67e-08
ENSG00000226197_ENST00000664438_trans1	GO:0030182	neuron differentiation	5.02e-10	7.47e-08
ENSG00000226197_ENST00000664438_trans1	GO:0006793	phosphorus metabolic process	5.61e-10	8.27e-08
ENSG00000226197_ENST00000664438_trans1	GO:0016477	cell migration	6.49e-10	9.48e-08
ENSG00000226197_ENST00000664438_trans1	GO:0009967	positive regulation of signal transduction	6.75e-10	9.77e-08
ENSG00000226197_ENST00000664438_trans1	GO:0043067	regulation of programmed cell death	6.84e-10	9.81e-08
ENSG00000226197_ENST00000664438_trans1	GO:0090304	nucleic acid metabolic process	6.96e-10	9.89e-08
ENSG00000226197_ENST00000664438_trans1	GO:0006796	phosphate-containing compound metabolic process	7.92e-10	1.12e-07
ENSG00000226197_ENST00000664438_trans1	GO:0071840	cellular component organization or biogenesis	9.23e-10	1.29e-07
ENSG00000226197_ENST00000664438_trans1	GO:1901700	response to oxygen-containing compound	9.56e-10	1.32e-07
ENSG00000226197_ENST00000664438_trans1	GO:0042981	regulation of apoptotic process	9.79e-10	1.34e-07
ENSG00000226197_ENST00000664438_trans1	GO:0033036	macromolecule localization	1.26e-09	1.72e-07
ENSG00000226197_ENST00000664438_trans1	GO:0048699	generation of neurons	1.41e-09	1.90e-07
ENSG00000226197_ENST00000664438_trans1	GO:1902531	regulation of intracellular signal transduction	1.45e-09	1.95e-07
ENSG00000226197_ENST00000664438_trans1	GO:0051173	positive regulation of nitrogen compound metabolic process	1.66e-09	2.21e-07
ENSG00000226197_ENST00000664438_trans1	GO:0016192	vesicle-mediated transport	2.02e-09	2.66e-07
ENSG00000226197_ENST00000664438_trans1	GO:0022412	cellular process involved in reproduction in multicellular organism	2.16e-09	2.83e-07
ENSG00000226197_ENST00000664438_trans1	GO:0007281	germ cell development	2.28e-09	2.96e-07
ENSG00000226197_ENST00000664438_trans1	GO:0071495	cellular response to endogenous stimulus	2.84e-09	3.65e-07
ENSG00000226197_ENST00000664438_trans1	GO:0044281	small molecule metabolic process	2.96e-09	3.78e-07
ENSG00000226197_ENST00000664438_trans1	GO:0009605	response to external stimulus	4.19e-09	5.30e-07
ENSG00000226197_ENST00000664438_trans1	GO:0016070	RNA metabolic process	5.08e-09	6.39e-07
ENSG00000226197_ENST00000664438_trans1	GO:1901135	carbohydrate derivative metabolic process	5.19e-09	6.47e-07
ENSG00000226197_ENST00000664438_trans1	GO:0044093	positive regulation of molecular function	5.45e-09	6.74e-07
ENSG00000226197_ENST00000664438_trans1	GO:0016043	cellular component organization	7.95e-09	9.76e-07
ENSG00000226197_ENST00000664438_trans1	GO:0048856	anatomical structure development	8.16e-09	9.95e-07
ENSG00000226197_ENST00000664438_trans1	GO:0007267	cell-cell signaling	8.65e-09	1.05e-06
ENSG00000226197_ENST00000664438_trans1	GO:0051241	negative regulation of multicellular organismal process	9.12e-09	1.10e-06
ENSG00000226197_ENST00000664438_trans1	GO:0051246	regulation of protein metabolic process	9.87e-09	1.18e-06
ENSG00000226197_ENST00000664438_trans1	GO:0044419	interspecies interaction between organisms	1.37e-08	1.62e-06
ENSG00000226197_ENST00000664438_trans1	GO:2000112	regulation of cellular macromolecule biosynthetic process	1.45e-08	1.71e-06
ENSG00000226197_ENST00000664438_trans1	GO:0007167	enzyme linked receptor protein signaling pathway	1.80e-08	2.10e-06
ENSG00000226197_ENST00000664438_trans1	GO:0009889	regulation of biosynthetic process	2.38e-08	2.76e-06
ENSG00000226197_ENST00000664438_trans1	GO:0051641	cellular localization	2.47e-08	2.83e-06
ENSG00000226197_ENST00000664438_trans1	GO:0000902	cell morphogenesis	2.80e-08	3.18e-06
ENSG00000226197_ENST00000664438_trans1	GO:0008104	protein localization	2.82e-08	3.18e-06
ENSG00000226197_ENST00000664438_trans1	GO:0019438	aromatic compound biosynthetic process	2.79e-08	3.18e-06
ENSG00000226197_ENST00000664438_trans1	GO:0034654	nucleobase-containing compound biosynthetic process	3.25e-08	3.63e-06
ENSG00000226197_ENST00000664438_trans1	GO:0018130	heterocycle biosynthetic process	3.76e-08	4.17e-06
ENSG00000226197_ENST00000664438_trans1	GO:0002252	immune effector process	4.25e-08	4.69e-06
ENSG00000226197_ENST00000664438_trans1	GO:0051049	regulation of transport	4.96e-08	5.44e-06
ENSG00000226197_ENST00000664438_trans1	GO:0044403	symbiotic process	5.05e-08	5.49e-06
ENSG00000226197_ENST00000664438_trans1	GO:0070286	axonemal dynein complex assembly	5.27e-08	5.70e-06
ENSG00000226197_ENST00000664438_trans1	GO:0048666	neuron development	5.44e-08	5.84e-06
ENSG00000226197_ENST00000664438_trans1	GO:1901362	organic cyclic compound biosynthetic process	5.68e-08	6.06e-06
ENSG00000226197_ENST00000664438_trans1	GO:0033554	cellular response to stress	5.76e-08	6.10e-06
ENSG00000226197_ENST00000664438_trans1	GO:0031175	neuron projection development	5.93e-08	6.25e-06
ENSG00000226197_ENST00000664438_trans1	GO:0040007	growth	5.97e-08	6.25e-06
ENSG00000226197_ENST00000664438_trans1	GO:0010629	negative regulation of gene expression	6.02e-08	6.25e-06
ENSG00000226197_ENST00000664438_trans1	GO:0071702	organic substance transport	6.89e-08	7.11e-06
ENSG00000226197_ENST00000664438_trans1	GO:0031399	regulation of protein modification process	7.06e-08	7.24e-06
ENSG00000226197_ENST00000664438_trans1	GO:0031326	regulation of cellular biosynthetic process	7.83e-08	7.98e-06
ENSG00000226197_ENST00000664438_trans1	GO:0051247	positive regulation of protein metabolic process	8.15e-08	8.25e-06
ENSG00000226197_ENST00000664438_trans1	GO:0016310	phosphorylation	8.58e-08	8.58e-06
ENSG00000226197_ENST00000664438_trans1	GO:0035295	tube development	8.55e-08	8.58e-06
ENSG00000226197_ENST00000664438_trans1	GO:0022610	biological adhesion	8.72e-08	8.67e-06
ENSG00000226197_ENST00000664438_trans1	GO:0065009	regulation of molecular function	1.03e-07	1.02e-05
ENSG00000226197_ENST00000664438_trans1	GO:0016032	viral process	1.05e-07	1.03e-05
ENSG00000226197_ENST00000664438_trans1	GO:0048585	negative regulation of response to stimulus	1.16e-07	1.14e-05
ENSG00000226197_ENST00000664438_trans1	GO:0071705	nitrogen compound transport	1.19e-07	1.16e-05
ENSG00000226197_ENST00000664438_trans1	GO:0003008	system process	1.21e-07	1.17e-05
ENSG00000226197_ENST00000664438_trans1	GO:0007155	cell adhesion	1.30e-07	1.25e-05
ENSG00000226197_ENST00000664438_trans1	GO:0030334	regulation of cell migration	1.31e-07	1.25e-05
ENSG00000226197_ENST00000664438_trans1	GO:0032268	regulation of cellular protein metabolic process	1.38e-07	1.31e-05
ENSG00000226197_ENST00000664438_trans1	GO:0010556	regulation of macromolecule biosynthetic process	1.42e-07	1.33e-05
ENSG00000226197_ENST00000664438_trans1	GO:0051704	multi-organism process	1.43e-07	1.34e-05
ENSG00000226197_ENST00000664438_trans1	GO:0001944	vasculature development	1.58e-07	1.47e-05
ENSG00000226197_ENST00000664438_trans1	GO:0072358	cardiovascular system development	1.67e-07	1.55e-05
ENSG00000226197_ENST00000664438_trans1	GO:0022603	regulation of anatomical structure morphogenesis	1.94e-07	1.77e-05
ENSG00000226197_ENST00000664438_trans1	GO:0072359	circulatory system development	1.94e-07	1.77e-05
ENSG00000226197_ENST00000664438_trans1	GO:0008284	positive regulation of cell population proliferation	2.07e-07	1.88e-05
ENSG00000226197_ENST00000664438_trans1	GO:0006351	transcription, DNA-templated	2.11e-07	1.91e-05
ENSG00000226197_ENST00000664438_trans1	GO:0045595	regulation of cell differentiation	2.13e-07	1.92e-05
ENSG00000226197_ENST00000664438_trans1	GO:0080134	regulation of response to stress	2.27e-07	2.03e-05
ENSG00000226197_ENST00000664438_trans1	GO:0032989	cellular component morphogenesis	2.83e-07	2.50e-05
ENSG00000226197_ENST00000664438_trans1	GO:1901701	cellular response to oxygen-containing compound	2.83e-07	2.50e-05
ENSG00000226197_ENST00000664438_trans1	GO:0035239	tube morphogenesis	2.96e-07	2.61e-05
ENSG00000226197_ENST00000664438_trans1	GO:0043085	positive regulation of catalytic activity	3.29e-07	2.89e-05
ENSG00000226197_ENST00000664438_trans1	GO:0001568	blood vessel development	3.61e-07	3.15e-05
ENSG00000226197_ENST00000664438_trans1	GO:0019219	regulation of nucleobase-containing compound metabolic process	3.84e-07	3.33e-05
ENSG00000226197_ENST00000664438_trans1	GO:0009790	embryo development	3.96e-07	3.42e-05
ENSG00000226197_ENST00000664438_trans1	GO:0031401	positive regulation of protein modification process	4.07e-07	3.49e-05
ENSG00000226197_ENST00000664438_trans1	GO:0032270	positive regulation of cellular protein metabolic process	4.67e-07	3.98e-05
ENSG00000226197_ENST00000664438_trans1	GO:0010648	negative regulation of cell communication	4.72e-07	4.01e-05
ENSG00000226197_ENST00000664438_trans1	GO:0023057	negative regulation of signaling	4.77e-07	4.03e-05
ENSG00000226197_ENST00000664438_trans1	GO:0051094	positive regulation of developmental process	4.81e-07	4.04e-05
ENSG00000226197_ENST00000664438_trans1	GO:0060548	negative regulation of cell death	5.79e-07	4.84e-05
ENSG00000226197_ENST00000664438_trans1	GO:0070727	cellular macromolecule localization	6.05e-07	5.03e-05
ENSG00000226197_ENST00000664438_trans1	GO:0002682	regulation of immune system process	7.11e-07	5.88e-05
ENSG00000226197_ENST00000664438_trans1	GO:0006355	regulation of transcription, DNA-templated	7.69e-07	6.32e-05
ENSG00000226197_ENST00000664438_trans1	GO:0060429	epithelium development	7.72e-07	6.32e-05
ENSG00000226197_ENST00000664438_trans1	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	8.08e-07	6.58e-05
ENSG00000226197_ENST00000664438_trans1	GO:0034613	cellular protein localization	8.46e-07	6.86e-05
ENSG00000226197_ENST00000664438_trans1	GO:0048878	chemical homeostasis	8.51e-07	6.87e-05
ENSG00000226197_ENST00000664438_trans1	GO:0034097	response to cytokine	8.59e-07	6.89e-05
ENSG00000226197_ENST00000664438_trans1	GO:1902533	positive regulation of intracellular signal transduction	8.66e-07	6.92e-05
ENSG00000226197_ENST00000664438_trans1	GO:0006468	protein phosphorylation	8.82e-07	7.01e-05
ENSG00000226197_ENST00000664438_trans1	GO:1901698	response to nitrogen compound	8.95e-07	7.08e-05
ENSG00000226197_ENST00000664438_trans1	GO:0051649	establishment of localization in cell	1.10e-06	8.69e-05
ENSG00000226197_ENST00000664438_trans1	GO:0042886	amide transport	1.17e-06	9.17e-05
ENSG00000226197_ENST00000664438_trans1	GO:0071363	cellular response to growth factor stimulus	1.18e-06	9.18e-05
ENSG00000226197_ENST00000664438_trans1	GO:0006082	organic acid metabolic process	1.22e-06	9.45e-05
ENSG00000226197_ENST00000664438_trans1	GO:0019752	carboxylic acid metabolic process	1.26e-06	9.71e-05
ENSG00000226197_ENST00000664438_trans1	GO:0035082	axoneme assembly	1.30e-06	9.96e-05
ENSG00000226197_ENST00000664438_trans1	GO:0042325	regulation of phosphorylation	1.45e-06	1.11e-04
ENSG00000226197_ENST00000664438_trans1	GO:0010605	negative regulation of macromolecule metabolic process	1.55e-06	1.18e-04
ENSG00000226197_ENST00000664438_trans1	GO:0001775	cell activation	1.59e-06	1.20e-04
ENSG00000226197_ENST00000664438_trans1	GO:0043436	oxoacid metabolic process	1.75e-06	1.32e-04
ENSG00000226197_ENST00000664438_trans1	GO:0048514	blood vessel morphogenesis	1.76e-06	1.32e-04
ENSG00000226197_ENST00000664438_trans1	GO:0046903	secretion	2.09e-06	1.56e-04
ENSG00000226197_ENST00000664438_trans1	GO:0045184	establishment of protein localization	2.14e-06	1.59e-04
ENSG00000226197_ENST00000664438_trans1	GO:0015833	peptide transport	2.20e-06	1.63e-04
ENSG00000226197_ENST00000664438_trans1	GO:0009057	macromolecule catabolic process	2.26e-06	1.67e-04
ENSG00000226197_ENST00000664438_trans1	GO:0009892	negative regulation of metabolic process	2.30e-06	1.68e-04
ENSG00000226197_ENST00000664438_trans1	GO:0051726	regulation of cell cycle	2.31e-06	1.69e-04
ENSG00000226197_ENST00000664438_trans1	GO:0007340	acrosome reaction	2.39e-06	1.74e-04
ENSG00000226197_ENST00000664438_trans1	GO:0043069	negative regulation of programmed cell death	2.52e-06	1.82e-04
ENSG00000226197_ENST00000664438_trans1	GO:0009792	embryo development ending in birth or egg hatching	2.63e-06	1.89e-04
ENSG00000226197_ENST00000664438_trans1	GO:0061061	muscle structure development	2.68e-06	1.92e-04
ENSG00000226197_ENST00000664438_trans1	GO:0009968	negative regulation of signal transduction	2.72e-06	1.94e-04
ENSG00000226197_ENST00000664438_trans1	GO:0003341	cilium movement	3.42e-06	2.43e-04
ENSG00000226197_ENST00000664438_trans1	GO:0051252	regulation of RNA metabolic process	3.52e-06	2.49e-04
ENSG00000226197_ENST00000664438_trans1	GO:0071345	cellular response to cytokine stimulus	3.60e-06	2.54e-04
ENSG00000226197_ENST00000664438_trans1	GO:0043066	negative regulation of apoptotic process	3.65e-06	2.56e-04
ENSG00000226197_ENST00000664438_trans1	GO:0032501	multicellular organismal process	3.77e-06	2.63e-04
ENSG00000226197_ENST00000664438_trans1	GO:0010243	response to organonitrogen compound	3.79e-06	2.64e-04
ENSG00000226197_ENST00000664438_trans1	GO:0048240	sperm capacitation	3.88e-06	2.69e-04
ENSG00000226197_ENST00000664438_trans1	GO:0043009	chordate embryonic development	3.93e-06	2.71e-04
ENSG00000226197_ENST00000664438_trans1	GO:1901565	organonitrogen compound catabolic process	4.01e-06	2.75e-04
ENSG00000226197_ENST00000664438_trans1	GO:0015031	protein transport	4.14e-06	2.83e-04
ENSG00000226197_ENST00000664438_trans1	GO:0009891	positive regulation of biosynthetic process	4.19e-06	2.85e-04
ENSG00000226197_ENST00000664438_trans1	GO:0006629	lipid metabolic process	4.60e-06	3.12e-04
ENSG00000226197_ENST00000664438_trans1	GO:0001932	regulation of protein phosphorylation	5.07e-06	3.42e-04
ENSG00000226197_ENST00000664438_trans1	GO:0032774	RNA biosynthetic process	5.30e-06	3.57e-04
ENSG00000226197_ENST00000664438_trans1	GO:0032940	secretion by cell	5.34e-06	3.58e-04
ENSG00000226197_ENST00000664438_trans1	GO:0051130	positive regulation of cellular component organization	5.45e-06	3.63e-04
ENSG00000226197_ENST00000664438_trans1	GO:0045321	leukocyte activation	5.51e-06	3.66e-04
ENSG00000226197_ENST00000664438_trans1	GO:0031328	positive regulation of cellular biosynthetic process	5.57e-06	3.67e-04
ENSG00000226197_ENST00000664438_trans1	GO:0051338	regulation of transferase activity	5.55e-06	3.67e-04
ENSG00000226197_ENST00000664438_trans1	GO:0001578	microtubule bundle formation	6.24e-06	4.09e-04
ENSG00000226197_ENST00000664438_trans1	GO:0000904	cell morphogenesis involved in differentiation	6.45e-06	4.17e-04
ENSG00000226197_ENST00000664438_trans1	GO:0019637	organophosphate metabolic process	6.46e-06	4.17e-04
ENSG00000226197_ENST00000664438_trans1	GO:0043603	cellular amide metabolic process	6.46e-06	4.17e-04
ENSG00000226197_ENST00000664438_trans1	GO:1901137	carbohydrate derivative biosynthetic process	6.45e-06	4.17e-04
ENSG00000226197_ENST00000664438_trans1	GO:0048646	anatomical structure formation involved in morphogenesis	6.59e-06	4.24e-04
ENSG00000226197_ENST00000664438_trans1	GO:0097659	nucleic acid-templated transcription	6.95e-06	4.45e-04
ENSG00000226197_ENST00000664438_trans1	GO:0009887	animal organ morphogenesis	7.39e-06	4.71e-04
ENSG00000226197_ENST00000664438_trans1	GO:0010557	positive regulation of macromolecule biosynthetic process	7.79e-06	4.95e-04
ENSG00000226197_ENST00000664438_trans1	GO:0050790	regulation of catalytic activity	7.87e-06	4.98e-04
ENSG00000226197_ENST00000664438_trans1	GO:0010562	positive regulation of phosphorus metabolic process	9.25e-06	5.81e-04
ENSG00000226197_ENST00000664438_trans1	GO:0045937	positive regulation of phosphate metabolic process	9.25e-06	5.81e-04
ENSG00000226197_ENST00000664438_trans1	GO:0001539	cilium or flagellum-dependent cell motility	9.91e-06	6.18e-04
ENSG00000226197_ENST00000664438_trans1	GO:0060285	cilium-dependent cell motility	9.91e-06	6.18e-04
ENSG00000226197_ENST00000664438_trans1	GO:0044255	cellular lipid metabolic process	1.05e-05	6.51e-04
ENSG00000226197_ENST00000664438_trans1	GO:0051960	regulation of nervous system development	1.13e-05	7.00e-04
ENSG00000226197_ENST00000664438_trans1	GO:0032502	developmental process	1.18e-05	7.27e-04
ENSG00000226197_ENST00000664438_trans1	GO:0001525	angiogenesis	1.31e-05	8.05e-04
ENSG00000226197_ENST00000664438_trans1	GO:2001141	regulation of RNA biosynthetic process	1.34e-05	8.19e-04
ENSG00000226197_ENST00000664438_trans1	GO:0046907	intracellular transport	1.43e-05	8.72e-04
ENSG00000226197_ENST00000664438_trans1	GO:0070848	response to growth factor	1.45e-05	8.81e-04
